Unnamed: 0,Unnamed: 0.1,marketplace,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date,sentiment_score,food_safety_flag
17428,17431,US,13614526,R3VZ726SRT2PU7,B00C6817HY,951776824,"Vegemite 220g - Two Pack, with Amazon Prime, Australian Import",Grocery,1.0,0.0,5.0,N,Y,Made me sick,This Vegemite made me very ill. I broke out in hives and got a massive headache. I must be allergic to it. I tried to return it but was not able too.,2015-08-25,-0.5698,1
20975,20978,US,23633301,R3GUP8V2Y1PNIH,B00BJ9UJ7U,565850617,Starbucks Decaf Pike Place Roast K-Cup for Keurig Brewers,Grocery,1.0,0.0,3.0,N,Y,I am so sick of the horrible ingredients in Starbucks coffee like,"Starbucks uses the paint stripper solvent Methylene Chloride to decaffeinate their coffee  As per the EPA, the effects of chronic exposure targets the central nervous system and animal studies have shown increases in liver and lung cancer and benign mammary gland tumors. REALLY?! I am so sick of the horrible ingredients in Starbucks coffee like: Caramel Coloring (a cancer causer), Pesticides, Carrageenan (a cancer causer), GMO High Fructose Corn Syrup, Refined Flours. GMO Chemically Derived Sugars, GMO Preservatives, Growth Hormone (in food products), Azodicarbonamide, GMO Inflammatory Oils. Just say boycott Starbucks until they eliminate all the dangerous ingredients in their coffee and decaffeinate without paint stripper.",2015-08-24,-0.973,1
22255,22258,US,47973491,R1NOLST0E8IATT,B0036ZIF9Y,923729241,Gemlik Type Black Olives LUX – 1.1lb (500g),Grocery,1.0,2.0,2.0,N,Y,Mine were rotten and tasted horrible...,"I am Turkish and I've never had any problems with Marmarabirlik olives in my whole life.  HOWEVER, this is the first time I've ordered them online and I have to say there were the worst olives I've ever tasted.  They were rotten!  My Mom even commented that these olives are bad.  Maybe I got a bad batch because this company makes one of the very best Turkish olives on the market.  I'm extremely disappointed with this online order.",2015-08-24,-0.9069,0
35551,35555,US,30293525,R1FRDE0OIA546B,B00TCOAXR0,915238907,Chung Jung One Anchovy Sauce Blue,Grocery,1.0,3.0,9.0,N,Y,.It tastes like it was made with rotted anchovies....,The taste is okay....Nothing spectacular....It tastes like it was made with rotted anchovies....<br />The main problem: I braised something using this sauce and my apartment stunk like rotted fish for days....<br />The cheap plastic bottle does not make this product more enticing.....,2015-08-19,-0.0772,0
36779,36783,US,50106447,R2KIR9GSCGNQI6,B002N723Q2,479009963,"Numi Organic Black Tea, Loose Leaf Tea",Grocery,1.0,1.0,3.0,N,Y,"Good taste, but with rotten flavor","Good taste, but absolutely no flavor, both dry and brewed. Contacted Numi Customer Service. Got careless response, They sent me a couple of tea bags which were much worse than the loose Emperor's Puerh tea. After a month or so it smells rotten. Still taste is OK",2015-08-19,-0.9272,0
38144,38149,US,15010230,R3KNHUKVRBVWZI,B0037RMHSG,985687682,Navitas Naturals Organic Goji Berries,Grocery,1.0,1.0,2.0,N,Y,Personally made me sick,Be careful upset my stomach so bad went to ER,2015-08-18,-0.7573,1
54545,54550,US,22365141,RGSXU84MSLDY7,B006GL6N9E,776164341,Fruit Basket Delight with Cheese and Nuts,Grocery,2.0,0.0,0.0,N,Y,rotten fruit,I sent this to my Mom for Mothers Day and the fruit was rotten! It made me feel terrible.,2015-08-12,-0.7712,1
54664,54669,US,30678701,RA3NFEEXFY35,B00CF5ES2E,715417740,"Mission Foods Large Yellow Corn Taco Shell, 6 inch - 25 per pack -- 8 packs per case.",Grocery,2.0,2.0,2.0,N,N,"good when fresh, sickening when stale","Normally I'd be able to save really bad/stale taco shells by baking them in the oven or nuking them in the microwave to bring back the freshness, but I just had some Mission brand taco shells that were SO stale and SO nasty that they couldn't be saved.  I'm feeling sick to my stomach right now as I type this.<br /><br />I even dumped lots of salsa (really good fresh salsa) and mozzarella cheese over them in the hope this would get rid of the staleness, but despite microwaving thoroughly it didn't work.  Outside I shall dump this dish!  I probably could've tried baking them though- that usually works, but then again the box of shells I just had takes staleness to a whole new level.  My appetite's ruined for the day.<br /><br />Now if you eat these Mission shells the first couple weeks you buy them, no problem.  You can't store these ones for long periods of time like you can other brands.  That's the problem.  Be warned- they will turn your stomach the moment Mission shells go bad.  It's really surprising too.  I used to be someone who wouldn't complain at all about taco shells and just eat them anyway, but not this brand.",2015-08-12,-0.9722,1
61015,61021,US,14391210,RMC6ESIHDJHO8,B009XRHRZC,756206582,Dutch Soft Licorice Clogs-(Klompjes Drop)-GLUTEN FREE-4oz bag,Grocery,1.0,0.0,0.0,N,Y,sort of like eating some Brie cheeses that waft ammonia up the ...,"I can taste an ammonia after taste with this licorice. So, so gross, sort of like eating some Brie cheeses that waft ammonia up the sinuses. I am so disappointed because it is difficult to find gluten free licorice (black is real, the red stuff is just candy).  The one shaped like cats is thinner and did NOT have that aftertaste.",2015-08-10,-0.547,1
62742,62748,US,37104047,RCMCXLQL09U90,B00VVMTM14,24738717,30% Pure Vinegar - 300 Grain White Vinegar (1 Gallon),Grocery,4.0,8.0,9.0,N,Y,It is doing a good job of killing a large patch of poison ivy,"I appreciate that this 30% vinegar product, although very acidic, is at least more eco-friendly than other standard weed killing products.  It is doing a good job of killing a large patch of poison ivy.  I have had to reapply 3 times, but worth in.",2015-08-10,-0.3612,0
