Unnamed: 0,Unnamed: 0.1,marketplace,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date,sentiment_score,food_safety_flag
232590,232614,US,35988214,R3CALCP5GZO97T,B005HG9ET0,192623861,Essentia 9.5 pH Drinking Water,Grocery,1.0,5.0,6.0,N,N,makes me sick,"This water makes me sick to my stomach for days - it took me a while to realize that whatever minerals in this water do not work well with my body. Every time I drank it, I felt like I had a brick in my stomach. Use caution!",2015-06-10,-0.4416,1
242276,242302,US,13219114,R2WTOFXLACFPIL,B00N23ND7Y,683634233,"POP ROCKS Sugar Free Strawberry Popping Candy, 0.3 oz Packets in a BlackTie Box (Pack of 12)",Grocery,5.0,0.0,0.0,N,Y,"... Farts that don't stink and who can't get a good laugh from saying ""was that You""",Give me the Farts that don't stink and who can't get a good laugh from saying &#34;was that You&#34;,2015-06-06,-0.4717,0
245766,245792,US,15848340,R2LGOQCN677VH3,B0021WJ970,16099564,"Yummy Spoonfuls Creamy Yummy Pureed Organic, 4-Ounce Tubs (Pack of 12)",Grocery,1.0,1.0,1.0,N,Y,rotten on arrival,I'll never know how they were because they were rotten when they arrived and one was broken and got all over everything in the box,2015-06-05,-0.7506,0
249916,249943,US,1005266,RMDQMCOFRN26P,B00O2RCGRC,972193872,Delitaliana Grade A Premium Madagascar Gourmet Bourbon Vanilla Beans (Pack of 10),Grocery,1.0,0.0,0.0,N,Y,"It doesn't smell like vanilla, Just kind of rotten food","It doesn't smell like vanilla, Just kind of rotten food. Do not waste your money!",2015-06-04,-0.5666,0
252322,252349,US,53033437,R2HN25Q2PV3W6E,B00KYW2QGA,361200914,"Chex Gluten Free Oatmeal, 9.54 Ounce (Pack of 2)",Grocery,1.0,1.0,2.0,N,Y,Allergen danger?,"Both of the people in our family with gluten issues became ill  (&#34;gluten poisoning&#34;) after eating this.  If not gluten,  there is certainly something else going on...",2015-06-03,-0.1027,1
253222,253249,US,24567132,R24P4JHTWQT4TM,B0016J3L9Q,689882090,"Nature's Path Organic Chewy Granola Bars, Dark Chocolate Chip, Chococonut, 6.2 Ounce Box (Pack of 6)",Grocery,5.0,0.0,0.0,N,Y,Nature's Path is a brand you can trust - No GMO poison,Nature's Path is a brand you can trust - No GMO poison,2015-06-03,-0.34,0
253490,253517,US,24567132,R2IMIG4F9YVWUT,B008QMA8H4,498870119,Thick Rolled Oats Gluten Free,Grocery,5.0,0.0,0.0,N,Y,Bob's Red Mill is nothing but the best. No GMO poison.,Bob's Red Mill is nothing but the best. No GMO poison.,2015-06-03,-0.9202,0
253714,253741,US,24567132,R2VFW02H3EBLLB,B001EQ56DA,466505887,EnviroKidz Organic Chocolate  Koala Crisp Cereal,Grocery,5.0,0.0,0.0,N,Y,EnviroKidz is a brand you can trust - No GMO poison,EnviroKidz is a brand you can trust - No GMO poison,2015-06-03,-0.34,0
265072,265104,US,31172791,RUVN0H3EEN1P1,B000UWE0AO,750245309,Japanese Bonito Flakes 2.82 Ounces,Grocery,5.0,1.0,1.0,N,Y,Best product when she was so sick with a feeding ...,Siamese kitlet Sophie is so addicted that I can't move without her following me around to see if I'm anywhere near the &#34;Fish Flake&#34; jar. Best product when she was so sick with a feeding tube; only product that brought her appetite back!,2015-05-30,-0.0857,0
265088,265120,US,39127916,R1CR5AY0NAJJRT,B0019ZHU2Q,136077411,"Ghirardelli Chocolate Intense Dark Bar, Twilight Delight 72% Cacao, 3.5-Ounce Bars (Pack of 6)",Grocery,1.0,2.0,3.0,N,N,These have unsafe levels of both lead and cadmium. ...,"These have unsafe levels of both lead and cadmium. If the manufacturer was square, it would have the label warning about unsafe chemicals and birth defects.  Many popular chocolates have this problem. Please see the complete list here http://www.asyousow.org/our-work/environmental-health/toxic-enforcement/lead-and-cadmium-in-food/",2015-05-30,-0.481,1
